run,bioproject,gbp,library_strategy,library_selection,model,sample_name,taxon_name,experiment_accession,experiment_title,library_name,library_source,library_layout,platform,submitter,study_accession,study_alias,study_centre_project_name,organisation,organisation_department,organisation_institution,organisation_street,organisation_city,organisation_country,organisation_contact_name,organisation_contact_email,sample_description,sample_alias,sample_accession,biosample,sample_title,ena_first_public,ena_last_update,event_device,external_id,iho,insdc_center_alias,insdc_center_name,insdc_first_public,insdc_last_update,insdc_status,latitude_end,longitude_end,sampling_objective,submitter_id,broker_name,depth,env_biome,env_feature,env_material,environmental_package,event_date_time,latitude,longitude,geo_loc_name,mrgid,project_name,protocol_label,salinity_pss,sample_name_1,sample_title_1,sampling_campaign,sampling_platform,sampling_site,temperature_degC,study_title,design_description,study_abstract,study_links,number_of_runs_for_sample,spots,bases,run_size,published,read1_length_average,read1_length_stdev,read2_length_average,read2_length_stdev,size_frac_low,size_frac_up,size_frac,lat_lon,year,month,day,time,collection_date,layer,local_time,samp_size,samp_vol_we_dna_ext
ERR771007,PRJEB8682,0.037,WGS,RANDOM,Illumina MiSeq,93,marine metagenome,ERX714226,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,It is a great way for us to participate and learn about how diversified our region is compared to other regions around the world.,SAMEA3275609,ERS667627,SAMEA3275609,OSD41_2014-06-21_1m_NPL022,2015-03-03,2016-10-21,"Beta water sampler, horizontal pvc water sampler by Wildco. YSI monitoring sensor.",SAMEA3275609,The Coastal Waters of Southeast Alaska and British Columbia,"OSD_NOAA Fisheries, Northwest Fisheries Science Center, Seattle, WA","OSD_NOAA Fisheries, Northwest Fisheries Science Center, Seattle, WA",2015-03-03T17:02:19Z,2016-10-21T09:45:55Z,public,48.04051,-123.0257,It is a great way for us to participate and learn about how diversified our region is compared to other regions around the world.,93,"Max Planck Institute for Marine Microbiology, Bremen",1,marine,"At time of collection, there was an algal bloom occurring.","",water,2014-06-21T10:40:00+00,48.04051,-123.0257,The Coastal Waters of Southeast Alaska and British Columbia,4313,Micro B3,NPL022,24.73,93,OSD41_2014-06-21_1m_NPL022,OSD-Jun-2014,"Sequim Bay State Park Dock, a public boat dock.","OSD41,Washington - Sequim Bay Park",15.9,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,65937,37198000,22854663,2015-03-04 04:56:31,282.07,35.87,282.07,35.87,0.22,,0.22-NA,48.04051 -123.0257,2014,06,21,10:40:00,2014-06-21,surface water,,,
ERR771008,PRJEB8682,0.435,WGS,RANDOM,Illumina MiSeq,168,marine metagenome,ERX714238,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,Ocean Sampling Day performed during LTER MC research activity 2014,SAMEA3275642,ERS667664,SAMEA3275642,OSD4_2014-06-20_0m_NPL022,2015-03-03,2016-10-21,Niskin bottle,SAMEA3275642,Tyrrhenian Sea,OSD_Stazione Zoologica Anton Dohrn,OSD_Stazione Zoologica Anton Dohrn,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,40.808,14.25,Ocean Sampling Day performed during LTER MC research activity 2014,168,"Max Planck Institute for Marine Microbiology, Bremen",0,Marine biome 00000447,Surface water 00002042_ 00000569,Seawater_00002010_00002149,water,2014-06-20T10:00:00+00,40.808,14.25,Tyrrhenian Sea,3386,Micro B3,NPL022,36.88,168,OSD4_2014-06-20_0m_NPL022,OSD-Jun-2014,R/V Vettoria,"OSD4,LTER-MC, Naples",23.3,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1156719,434725282,204115258,2015-03-04 04:56:31,187.91,77.96,187.91,77.96,0.22,,0.22-NA,40.808 14.25,2014,06,20,10:00:00,2014-06-20,surface water,,,
ERR771009,PRJEB8682,0.674,WGS,RANDOM,Illumina MiSeq,40,marine metagenome,ERX714325,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,Prokaryote DNA sampling,SAMEA3275610,ERS667628,SAMEA3275610,OSD39_2014-06-19_0.1m_NPL022,2015-03-03,2016-10-21,4L sterile bottles,SAMEA3275610,"","OSD_National Ocean Service, Center for Coastal Environmental Health and Biomolecular Research, Charleston, SC","OSD_National Ocean Service, Center for Coastal Environmental Health and Biomolecular Research, Charleston, SC",2015-03-03T17:02:19Z,2016-10-21T09:45:55Z,public,32.7524,79.89954,Prokaryote DNA sampling,40,"Max Planck Institute for Marine Microbiology, Bremen",0.1,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,2014-06-19T13:00:00+00,32.7524,79.89954,"",,Micro B3,NPL022,24.3,40,OSD39_2014-06-19_0.1m_NPL022,OSD-Jun-2014,waded from shore,"OSD39,South Carolina 1 - Charleston Harbor",31.3,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1487040,673780894,325050854,2015-03-04 04:56:31,226.55,81.94,226.55,81.94,0.22,,0.22-NA,32.7524 79.89954,2014,06,19,13:00:00,2014-06-19,surface water,,,
ERR771010,PRJEB8682,0.671,WGS,RANDOM,Illumina MiSeq,174,marine metagenome,ERX714245,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,"particulate matter on a 0.22 um pore size sterivex filter from surface of Long Key OSD site 38. Replicate prokaryote sample 1 of 5, each replicate sample consisting of 5 sterivex filters. All prokaryotic filters (5 filters each of 5 replicate samples) from site 38 filtered 2 liters of sample.\n",SAMEA3275611,ERS667629,SAMEA3275611,OSD38_2014-06-20_0m_NPL022,2015-03-03,2016-10-21,"Collected seawater with clean bucket by hand toss from 25 foot motor boat, transfered to sterile 20 Liter carboys on board - collected 3 20L carboys",SAMEA3275611,North Atlantic Ocean,"OSD_NOAA Atlantic Oceanographic and Meteorological Laboratory, Miami","OSD_NOAA Atlantic Oceanographic and Meteorological Laboratory, Miami",2015-03-03T17:02:19Z,2016-10-21T09:45:55Z,public,24.7449,-80.78375,"particulate matter on a 0.22 um pore size sterivex filter from surface of Long Key OSD site 38. Replicate prokaryote sample 1 of 5, each replicate sample consisting of 5 sterivex filters. All prokaryotic filters (5 filters each of 5 replicate samples) from site 38 filtered 2 liters of sample.\n",174,"Max Planck Institute for Marine Microbiology, Bremen",0,ENVO:00000447,ENVO:00002042,seawater,water,2014-06-20T11:55:00+00,24.7449,-80.78375,North Atlantic Ocean,1912,Micro B3,NPL022,36.25,174,OSD38_2014-06-20_0m_NPL022,OSD-Jun-2014,25-foot motor boat (Keys Marine Lab),"OSD38,Florida Coral 2 - Long Key",29.6,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1282987,671285306,330350570,2015-03-04 04:56:26,261.61,63.96,261.61,63.96,0.22,,0.22-NA,24.7449 -80.78375,2014,06,20,11:55:00,2014-06-20,surface water,,,
ERR771011,PRJEB8682,0.714,WGS,RANDOM,Illumina MiSeq,173,marine metagenome,ERX714328,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,OSD Summer Solstice 2014. Prokaryote samples - 6 replicate water samples of 10 Liters each (5 sterivex filters for each sample). Eukaryotic samples - 2 replicate water samples of 50 liters each (10 flat 47mm filters for each sample)\n\n,SAMEA3275612,ERS667630,SAMEA3275612,OSD37_2014-06-19_1m_NPL022,2015-03-03,2016-10-21,Collected seawater with cleaned pump and hose into sterile 20 liter polypropylene carboys,SAMEA3275612,North Atlantic Ocean,"OSD_NOAA Atlantic Oceanographic and Meteorological Laboratory, Miami","OSD_NOAA Atlantic Oceanographic and Meteorological Laboratory, Miami",2015-03-03T17:02:19Z,2016-10-21T09:45:55Z,public,26.10293,-80.09315,OSD Summer Solstice 2014. Prokaryote samples - 6 replicate water samples of 10 Liters each (5 sterivex filters for each sample). Eukaryotic samples - 2 replicate water samples of 50 liters each (10 flat 47mm filters for each sample)\n\n,173,"Max Planck Institute for Marine Microbiology, Bremen",1,ENVO:00000447,ENVO:00002042,seawater,water,2014-06-19T08:11:00+00,26.10293,-80.09315,North Atlantic Ocean,1912,Micro B3,NPL022,33.82,173,OSD37_2014-06-19_1m_NPL022,OSD-Jun-2014,NOAA research vessel HILDEBRAND,"OSD37,Florida Coral 1 - Port Everglades",27.7,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1639623,713557226,344953144,2015-03-04 04:56:31,217.6,80.72,217.6,80.72,0.22,,0.22-NA,26.10293 -80.09315,2014,06,19,08:11:00,2014-06-19,surface water,,,
ERR771012,PRJEB8682,0.672,WGS,RANDOM,Illumina MiSeq,16,marine metagenome,ERX714330,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,Ocean Sampling Day 2014,SAMEA3275614,ERS667632,SAMEA3275614,OSD36_2014-06-21_0.5m_NPL022,2015-03-03,2016-10-21,Bucket,SAMEA3275614,North Atlantic Ocean,OSD_NOAA/NOS Cooperative Oxford Lab,OSD_NOAA/NOS Cooperative Oxford Lab,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,39.3322,-75.4699,Ocean Sampling Day 2014,16,"Max Planck Institute for Marine Microbiology, Bremen",0.5,ENVO:00000447,ENVO:00002042,ENVO:01000301,water,2014-06-21T12:30:00+00,39.3322,-75.4699,North Atlantic Ocean,1912,Micro B3,NPL022,7.42,16,OSD36_2014-06-21_0.5m_NPL022,OSD-Jun-2014,Free-standing beach sample,"OSD36,Delaware",23.55,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1458970,671543764,349420423,2015-03-04 04:56:31,230.14,81.78,230.14,81.78,0.22,,0.22-NA,39.3322 -75.4699,2014,06,21,12:30:00,2014-06-21,surface water,,,
ERR771013,PRJEB8682,0.686,WGS,RANDOM,Illumina MiSeq,15,marine metagenome,ERX714357,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,OSD Main Event Sampling,SAMEA3275615,ERS667633,SAMEA3275615,OSD35_2014-06-21_1m_NPL022,2015-03-03,2016-10-21,YSI 6600 v2 datasonde,SAMEA3275615,North Atlantic Ocean,OSD_NOAA/NOS Cooperative Oxford Lab,OSD_NOAA/NOS Cooperative Oxford Lab,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,38.6792,-76.1742,OSD Main Event Sampling,15,"Max Planck Institute for Marine Microbiology, Bremen",1,ENVO:00000447,ENVO:00002042,ENVO:01000301,water,2014-06-21T12:01:00+00,38.6792,-76.1742,North Atlantic Ocean,1912,Micro B3,NPL022,8.97,15,OSD35_2014-06-21_1m_NPL022,OSD-Jun-2014,Oxford Lab Pier,"OSD35,Cheasapeake Bay",26.32,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1545753,686488934,344367357,2015-03-04 04:56:31,222.06,80.7,222.06,80.7,0.22,,0.22-NA,38.6792 -76.1742,2014,06,21,12:01:00,2014-06-21,surface water,,,
ERR771014,PRJEB8682,0.594,WGS,RANDOM,Illumina MiSeq,94,marine metagenome,ERX714331,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,The overall objective is a description of the microbial diversity of multiple points of world oceans at a synchronized and single point of time.,SAMEA3275616,ERS667634,SAMEA3275616,OSD34_2014-06-21_0m_NPL022,2015-03-03,2016-10-21,5 Liter plastic jug,SAMEA3275616,Mediterranean Sea - Eastern Basin,OSD_University of Alexandria,OSD_University of Alexandria,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,31.21667,29.96667,The overall objective is a description of the microbial diversity of multiple points of world oceans at a synchronized and single point of time.,94,"Max Planck Institute for Marine Microbiology, Bremen",0,marine biome,surface water,Seawater,water,2014-06-21T11:30:00+00,31.21667,29.96667,Mediterranean Sea - Eastern Basin,4280,Micro B3,NPL022,36,94,OSD34_2014-06-21_0m_NPL022,OSD-Jun-2014,500 m of shore of the Mediterranean Sea,"OSD34,Alexandria",27,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1193837,593625652,291835713,2015-03-04 04:56:33,248.62,72.05,248.62,72.05,0.22,,0.22-NA,31.21667 29.96667,2014,06,21,11:30:00,2014-06-21,surface water,,,
ERR771015,PRJEB8682,0.709,WGS,RANDOM,Illumina MiSeq,101,marine metagenome,ERX714267,Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,"The sampling site is situated in the northern Baltic Sea, and represents a marginal (enclosed, seasonally ice covered) and ecologically extreme (permanently low salinities) marine environment. It will be interesting to see this reflected in the community and metagenomic data",SAMEA3282984,ERS667638,SAMEA3282984,OSD30_2014-06-20_2m_NPL022,2015-03-03,2016-10-21,LIMNOS water sampler,SAMEA3282984,Gulf of Finland,OSD_Finnish Environment Institute/ TvÃ¤rminne Zoological Station,OSD_Finnish Environment Institute/ TvÃ¤rminne Zoological Station,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,59.8822,23.2538,"The sampling site is situated in the northern Baltic Sea, and represents a marginal (enclosed, seasonally ice covered) and ecologically extreme (permanently low salinities) marine environment. It will be interesting to see this reflected in the community and metagenomic data",101,"Max Planck Institute for Marine Microbiology, Bremen",2,marine pelagic biome,mixed surface layer,sea water,water,2014-06-20T10:15:00+00,59.8822,23.2538,Gulf of Finland,2407,Micro B3,NPL022,5.63,101,OSD30_2014-06-20_2m_NPL022,OSD-Jun-2014,small motor boat,"OSD30,Finland/TvÃ¤rminne",10.5,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1578582,709273580,363218077,2015-03-04 04:56:33,224.66,80.03,224.66,80.03,0.22,,0.22-NA,59.8822 23.2538,2014,06,20,10:15:00,2014-06-20,surface water,,,
ERR771016,PRJEB8682,0.454,WGS,RANDOM,Illumina MiSeq,199,marine metagenome,ERX714341,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,OSD 2014 at Helgoland,SAMEA3275643,ERS667665,SAMEA3275643,OSD3_2014-06-20_0m_NPL022,2015-03-03,2016-10-21,10L Bucket,SAMEA3275643,North Sea,OSD_Biologische Anstalt Helgoland (BAH) - Alfred Wegner Institute (AWI),OSD_Biologische Anstalt Helgoland (BAH) - Alfred Wegner Institute (AWI),2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,54.18194,7.9,OSD 2014 at Helgoland,199,"Max Planck Institute for Marine Microbiology, Bremen",0,marine biome,surface water,seawater,water,2014-06-20T06:40:00+00,54.18194,7.9,North Sea,2350,Micro B3,NPL022,32.591,199,OSD3_2014-06-20_0m_NPL022,OSD-Jun-2014,Aade,"OSD3,Helgoland",14,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,929633,454056808,232991988,2015-03-04 04:56:33,244.21,76.75,244.21,76.75,0.22,,0.22-NA,54.18194 7.9,2014,06,20,06:40:00,2014-06-20,surface water,,,
ERR771017,PRJEB8682,0.659,WGS,RANDOM,Illumina MiSeq,182,marine metagenome,ERX714327,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,sample microbial diversity,SAMEA3275620,ERS667640,SAMEA3275620,OSD29_2014-06-21_0.2m_NPL022,2015-03-03,2016-10-21,acid-washed buckets,SAMEA3275620,North Atlantic Ocean,"OSD_Smithsonian Marine Station at Fort Pierce, FL","OSD_Smithsonian Marine Station at Fort Pierce, FL",2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,27.4694,-80.283366,sample microbial diversity,182,"Max Planck Institute for Marine Microbiology, Bremen",0.2,Atlantic Ocean,"Nearshore environment, 25' water",water,water,2014-06-21T10:00:00+00,27.4694,-80.283366,North Atlantic Ocean,1912,Micro B3,NPL022,35.7,182,OSD29_2014-06-21_0.2m_NPL022,OSD-Jun-2014,research vessel,"OSD29,Florida",26.9,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1408435,659058270,320368985,2015-03-04 04:56:33,233.97,79,233.97,79,0.22,,0.22-NA,27.4694 -80.283366,2014,06,21,10:00:00,2014-06-21,surface water,,,
