run,bioproject,gbp,library_strategy,library_selection,model,sample_name,taxon_name,experiment_accession,experiment_title,library_name,library_source,library_layout,platform,submitter,study_accession,study_alias,study_centre_project_name,organisation,organisation_department,organisation_institution,organisation_street,organisation_city,organisation_country,organisation_contact_name,organisation_contact_email,sample_description,sample_alias,sample_accession,biosample,sample_title,collection_date,depth,geo_loc_name,lat_lon,alkalinity,chlorophyll,diss_inorg_carb,nitro,ph,phaeopigments,salinity,silicate,temp,env_broad_scale,env_local_scale,env_medium,phosphate,tot_part_carb,isolation_source,filter_size_um,biosamplemodel,study_title,design_description,study_abstract,study_links,number_of_runs_for_sample,spots,bases,run_size,published,read1_length_average,read1_length_stdev,read2_length_average,read2_length_stdev,diss_oxygen,pressure,local_time,pre_filter_size_um,env_biome,env_feature,env_material,altitude,diss_org_carb
SRR9178089,PRJNA352737,8.3,WGS,RANDOM,NextSeq 500,HSD00-20a-278-S2C003-0045-161217,marine plankton metagenome,SRX5951045,SCOPE metagenome (large size fraction) from HOT cruise 278 to station ALOHA. Sequenced on 20161217,HSD00-20a-278-S2C003-0045-161217,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-278-S2C003-0045,SRS4861771,SAMN11874620,SCOPE HOT time series metagenomic sample HSD00-20a-278-S2C003-0045,2015-11-14,45,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,,,0,35,,26,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,,3,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,27691577,8299715671,3887145915,2019-06-07 15:51:02,149.82,7.74,149.9,7.03,,,"",,"","","",,
SRR9178092,PRJNA352737,10.92,WGS,RANDOM,NextSeq 500,HSD00-20a-278-S2C003-0005-161217,marine plankton metagenome,SRX5951042,SCOPE metagenome (large size fraction) from HOT cruise 278 to station ALOHA. Sequenced on 20161217,HSD00-20a-278-S2C003-0005-161217,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-278-S2C003-0005,SRS4861768,SAMN11874618,SCOPE HOT time series metagenomic sample HSD00-20a-278-S2C003-0005,2015-11-14,5,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2320,0,1994,0,8.08,0,35,1,26,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,3,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,36527907,10919872174,5132912588,2019-06-07 15:51:02,149.17,11.38,149.78,7.72,,,"",,"","","",,
SRR9178093,PRJNA352737,4.395,WGS,RANDOM,NextSeq 500,HSD00-20a-268-S2C004-0005-151124,marine plankton metagenome,SRX5951041,SCOPE metagenome (large size fraction) from HOT cruise 268 to station ALOHA. Sequenced on 20151124,HSD00-20a-268-S2C004-0005-151124,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-268-S2C004-0005,SRS4861767,SAMN11874513,SCOPE HOT time series metagenomic sample HSD00-20a-268-S2C004-0005,2014-12-17,5,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2327,0,2008,0,8.07,0,35,,25,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,14694613,4395077367,1619873580,2019-06-07 15:51:02,149.48,9.4,149.61,8.5,,,"",,"","","",,
SRR9178094,PRJNA352737,8.607,WGS,RANDOM,NextSeq 500,HSD00-20a-283-S2C004-0025-170428,marine plankton metagenome,SRX5951040,SCOPE metagenome (large size fraction) from HOT cruise 283 to station ALOHA. Sequenced on 20170428,HSD00-20a-283-S2C004-0025-170428,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-283-S2C004-0025,SRS4861766,SAMN11874679,SCOPE HOT time series metagenomic sample HSD00-20a-283-S2C004-0025,2016-04-15,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2301,0,1987,,8.07,0,35,,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,28719831,8606836583,3603739375,2019-06-07 15:51:01,149.77,7.95,149.92,6.69,,,"",,"","","",,
SRR9178097,PRJNA352737,9.296,WGS,RANDOM,NextSeq 500,HSD00-20a-272-S2C005-0025-161221,marine plankton metagenome,SRX5951037,SCOPE metagenome (large size fraction) from HOT cruise 272 to station ALOHA. Sequenced on 20161221,HSD00-20a-272-S2C005-0025-161221,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-272-S2C005-0025,SRS4861763,SAMN11874559,SCOPE HOT time series metagenomic sample HSD00-20a-272-S2C005-0025,2015-05-24,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2324,0,2006,0,8.07,0,35,1,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,3,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,31069497,9295936439,4280871200,2019-06-07 15:51:01,149.5,9.75,149.7,8.45,,,"",,"","","",,
SRR9178100,PRJNA352737,6.346,WGS,RANDOM,NextSeq 500,HSD00-20a-273-S2C005-0005-161026,marine plankton metagenome,SRX5951034,SCOPE metagenome (large size fraction) from HOT cruise 273 to station ALOHA. Sequenced on 20161026,HSD00-20a-273-S2C005-0005-161026,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-273-S2C005-0005,SRS4861762,SAMN11874570,SCOPE HOT time series metagenomic sample HSD00-20a-273-S2C005-0005,2015-06-20,5,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2310,0,1995,0,8.07,0,35,1,26,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,21365091,6345949709,2945885409,2019-06-07 15:51:01,147.58,17.49,149.44,9.91,,,"",,"","","",,
SRR9178103,PRJNA352737,18.547,WGS,RANDOM,NextSeq 500,HSD00-20a-270-S2C007-0045-161020,marine plankton metagenome,SRX5951031,SCOPE metagenome (large size fraction) from HOT cruise 270 to station ALOHA. Sequenced on 20161020,HSD00-20a-270-S2C007-0045-161020,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-270-S2C007-0045,SRS4861658,SAMN11874539,SCOPE HOT time series metagenomic sample HSD00-20a-270-S2C007-0045,2015-03-30,45,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2321,0,2012,0,8.06,0,35,2,23,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,61828541,18546733501,8975799798,2019-06-07 15:51:00,149.81,8.46,150.16,5.66,,,"",,"","","",,
SRR9178104,PRJNA352737,15.127,WGS,RANDOM,NextSeq 500,HSD00-20a-270-S2C007-0025-161122,marine plankton metagenome,SRX5951030,SCOPE metagenome (large size fraction) from HOT cruise 270 to station ALOHA. Sequenced on 20161122,HSD00-20a-270-S2C007-0025-161122,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-270-S2C007-0025,SRS4861657,SAMN11874538,SCOPE HOT time series metagenomic sample HSD00-20a-270-S2C007-0025,2015-03-30,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2325,0,2013,0,8.06,0,35,1,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,50485820,15127384087,7088937293,2019-06-07 15:51:00,149.8,7.32,149.84,6.95,,,"",,"","","",,
SRR9178105,PRJNA352737,9.732,WGS,RANDOM,NextSeq 500,HSD00-20a-281-S2C004-0025-170417,marine plankton metagenome,SRX5951029,SCOPE metagenome (large size fraction) from HOT cruise 281 to station ALOHA. Sequenced on 20170417,HSD00-20a-281-S2C004-0025-170417,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-281-S2C004-0025,SRS4861759,SAMN11874655,SCOPE HOT time series metagenomic sample HSD00-20a-281-S2C004-0025,2016-02-10,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2310,0,1991,,8.08,0,35,,25,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,32424853,9731666055,4488151598,2019-06-07 15:51:00,150.02,6.88,150.11,6.04,,,"",,"","","",,
SRR9178106,PRJNA352737,9.851,WGS,RANDOM,NextSeq 500,HSD00-20a-269-S2C004-0025-161125,marine plankton metagenome,SRX5951028,SCOPE metagenome (large size fraction) from HOT cruise 269 to station ALOHA. Sequenced on 20161125,HSD00-20a-269-S2C004-0025-161125,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-269-S2C004-0025,SRS4861607,SAMN11874526,SCOPE HOT time series metagenomic sample HSD00-20a-269-S2C004-0025,2015-02-25,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2327,0,2012,0,8.06,0,35,1,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,33016513,9850935776,4631427287,2019-06-07 15:51:00,148.77,13.16,149.6,8.89,,,"",,"","","",,
SRR9178109,PRJNA352737,9.818,WGS,RANDOM,NextSeq 500,HSD00-20a-272-S2C005-0075-161221,marine plankton metagenome,SRX5951025,SCOPE metagenome (large size fraction) from HOT cruise 272 to station ALOHA. Sequenced on 20161221,HSD00-20a-272-S2C005-0075-161221,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-272-S2C005-0075,SRS4861758,SAMN11874561,SCOPE HOT time series metagenomic sample HSD00-20a-272-S2C005-0075,2015-05-24,75,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,0,,0,35,1,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,32696112,9817719624,4484951775,2019-06-07 15:51:00,150.09,6.27,150.18,5.3,,,"",,"","","",,
SRR9178112,PRJNA352737,9.152,WGS,RANDOM,NextSeq 500,HSD00-20a-269-S2C008-0100-161125,marine plankton metagenome,SRX5951022,SCOPE metagenome (large size fraction) from HOT cruise 269 to station ALOHA. Sequenced on 20161125,HSD00-20a-269-S2C008-0100-161125,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-269-S2C008-0100,SRS4861624,SAMN11874529,SCOPE HOT time series metagenomic sample HSD00-20a-269-S2C008-0100,2015-02-25,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,0,,0,35,1,22,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,30725421,9151508110,4301093252,2019-06-07 15:50:59,148.39,14.47,149.46,9.47,,,"",,"","","",,
SRR9178116,PRJNA352737,3.597,WGS,RANDOM,NextSeq 500,HSD20-02a-271-S2C004-0025-161130,marine plankton metagenome,SRX5951018,SCOPE metagenome (small size fraction) from HOT cruise 271 to station ALOHA. Sequenced on 20161130,HSD20-02a-271-S2C004-0025-161130,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-271-S2C004-0025,SRS4861644,SAMN11874736,SCOPE HOT time series metagenomic sample HSD20-02a-271-S2C004-0025,2015-04-22,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2317,0,2001,0,8.07,0,35,1,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,12002859,3597454746,1567462059,2019-06-07 15:50:59,149.82,7.85,149.89,7.19,,,"",0.2,"","","",,
SRR9178117,PRJNA352737,8.412,WGS,RANDOM,NextSeq 500,HSD00-20a-281-S2C007-0100-170417,marine plankton metagenome,SRX5951017,SCOPE metagenome (large size fraction) from HOT cruise 281 to station ALOHA. Sequenced on 20170417,HSD00-20a-281-S2C007-0100-170417,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-281-S2C007-0100,SRS4861753,SAMN11874658,SCOPE HOT time series metagenomic sample HSD00-20a-281-S2C007-0100,2016-02-10,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,0,,0,35,2,23,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,28020505,8411894634,3855528620,2019-06-07 15:50:59,150.01,7.05,150.2,5.24,,,"",,"","","",,
SRR9178120,PRJNA352737,2.484,WGS,RANDOM,NextSeq 500,HSD20-02a-283-S2C007-0100-170410,marine plankton metagenome,SRX5951014,SCOPE metagenome (small size fraction) from HOT cruise 283 to station ALOHA. Sequenced on 20170410,HSD20-02a-283-S2C007-0100-170410,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-283-S2C007-0100,SRS4861750,SAMN11874871,SCOPE HOT time series metagenomic sample HSD20-02a-283-S2C007-0100,2016-04-15,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2300,0,1992,,8.07,0,35,,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,8272500,2484394440,1104829833,2019-06-07 15:50:58,150.13,5.72,150.19,4.79,,,"",0.2,"","","",,
SRR9178123,PRJNA352737,0.002,WGS,RANDOM,NextSeq 500,HSD20-02a-268-S2C004-0075-170212,marine plankton metagenome,SRX5951011,SCOPE metagenome (small size fraction) from HOT cruise 268 to station ALOHA. Sequenced on 20170212,HSD20-02a-268-S2C004-0075-170212,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-268-S2C004-0075,SRS4861543,SAMN11874705,SCOPE HOT time series metagenomic sample HSD20-02a-268-S2C004-0075,2014-12-17,75,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2328,0,2008,0,8.07,0,35,1,25,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,7208,2165851,1172750,2019-06-07 15:50:58,150.23,4.99,150.25,3.26,,,"",0.2,"","","",,
SRR9178127,PRJNA352737,3.202,WGS,RANDOM,NextSeq 500,HSD20-02a-269-S2C004-0075-161103,marine plankton metagenome,SRX5951007,SCOPE metagenome (small size fraction) from HOT cruise 269 to station ALOHA. Sequenced on 20161103,HSD20-02a-269-S2C004-0075-161103,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-269-S2C004-0075,SRS4861745,SAMN11874717,SCOPE HOT time series metagenomic sample HSD20-02a-269-S2C004-0075,2015-02-25,75,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2335,0,2022,0,8.05,0,35,2,23,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,10671067,3201883925,1412681130,2019-06-07 15:50:57,150.02,6.29,150.03,6.09,,,"",0.2,"","","",,
