sample	latitude	longitude	project	depth	temperature_degC	year	model	layer	season	sub_region_seavox	region_seavox	provdescr_longhurst	environment	env_biome	env_feature	env_material
HOT3_SAMN25283022_5_2016_05_29	22.74	-157.968	HOT3	5.0	25.9412	2016.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
HOT3_SAMN25283032_5_2016_08_09	22.74	-157.97	HOT3	5.0	26.2727	2016.0	NextSeq 500	surface water	Summer	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
HOT3_SAMN25283051_45_2016_08_09	22.74	-157.97	HOT3	45.0	25.5693	2016.0	NextSeq 500	surface water	Summer	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
MAL_SAMEA110646460_75_2011_01_04	-7.283367	-29.3224676	MAL	75.0	26.603	2011.0	Illumina HiSeq 2000	surface water	Winter	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	Trades Biome	discrete depth within the [EPI] epipelagic zone	particulate matter (ENVO:01000060), including planktonic material (ENVO:01000063)
MAL_SAMEA110646464_3_2011_01_04	-7.2137641	-29.3386581	MAL	3.0	27.109	2011.0	Illumina HiSeq 2000	surface water	Winter	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	Trades Biome	discrete depth within the [EPI] epipelagic zone	particulate matter (ENVO:01000060), including planktonic material (ENVO:01000063)
MAL_SAMEA110646472_3_2011_01_22	-25.8434826	-27.5826997	MAL	3.0	25.191	2011.0	Illumina HiSeq 2000	surface water	Winter	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	Trades Biome	discrete depth within the [EPI] epipelagic zone	particulate matter (ENVO:01000060), including planktonic material (ENVO:01000063)
MAL_SAMEA110646479_3_2011_02_05	-33.2531392	15.374434	MAL	3.0	20.661	2011.0	Illumina HiSeq 2000	surface water	Winter	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Coastal - Benguela Current Coastal Province	Coastal	Coastal Biome	discrete depth within the [EPI] epipelagic zone	particulate matter (ENVO:01000060), including planktonic material (ENVO:01000063)
MAL_SAMEA110646480_56_2011_02_05	-33.2718046	15.3932375	MAL	56.0	18.303	2011.0	Illumina HiSeq 2000	deep chlorophyll maximum	Winter	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Coastal - Benguela Current Coastal Province	Coastal	Coastal Biome	discrete depth within the [EPI] epipelagic zone	particulate matter (ENVO:01000060), including planktonic material (ENVO:01000063)
MAL_SAMEA110646486_85_2011_02_17	-33.8679027	36.9808525	MAL	85.0	19.231	2011.0	Illumina HiSeq 2000	deep chlorophyll maximum	Winter	INDIAN OCEAN	INDIAN OCEAN	Trades - Indian S. Subtropical Gyre Province	Trades	Trades Biome	discrete depth within the [EPI] epipelagic zone	particulate matter (ENVO:01000060), including planktonic material (ENVO:01000063)
MAL_SAMEA110646492_3_2011_03_07	-29.5824452	96.3946016	MAL	3.0	21.738	2011.0	Illumina HiSeq 2000	surface water	Winter	INDIAN OCEAN	INDIAN OCEAN	Trades - Indian S. Subtropical Gyre Province	Trades	Trades Biome	discrete depth within the [EPI] epipelagic zone	particulate matter (ENVO:01000060), including planktonic material (ENVO:01000063)
MAL_SAMEA110646499_70_2011_03_25	-40.5291172	142.5047616	MAL	70.0	13.427	2011.0	Illumina HiSeq 2000	deep chlorophyll maximum	Spring	INDIAN OCEAN	INDIAN OCEAN	Westerlies - S. Subtropical Convergence Province	Westerlies	Westerlies Biome	discrete depth within the [EPI] epipelagic zone	particulate matter (ENVO:01000060), including planktonic material (ENVO:01000063)
MAL_SAMEA110646500_3_2011_03_26	-39.2668508	146.5846861	MAL	3.0	15.749	2011.0	Illumina HiSeq 2000	surface water	Spring	BASS STRAIT	PACIFIC OCEAN	Coastal - East Australian Coastal Province	Coastal	Westerlies Biome	discrete depth within the [EPI] epipelagic zone	particulate matter (ENVO:01000060), including planktonic material (ENVO:01000063)
MAL_SAMEA110646506_3_2011_04_20	-23.3639779	-178.2186153	MAL	3.0	26.67	2011.0	Illumina HiSeq 2000	surface water	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	Westerlies Biome	discrete depth within the [EPI] epipelagic zone	particulate matter (ENVO:01000060), including planktonic material (ENVO:01000063)
MAL_SAMEA110646513_3_2011_04_29	-3.4104601	-169.4625398	MAL	3.0	28.132	2011.0	Illumina HiSeq 2000	surface water	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Trades - Pacific Equatorial Divergence Province	Trades	Trades Biome	discrete depth within the [EPI] epipelagic zone	particulate matter (ENVO:01000060), including planktonic material (ENVO:01000063)
MAL_SAMEA110646514_65_2011_04_29	-3.3981825	-169.463015	MAL	65.0	28.034	2011.0	Illumina HiSeq 2000	deep chlorophyll maximum	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Trades - Pacific Equatorial Divergence Province	Trades	Trades Biome	discrete depth within the [EPI] epipelagic zone	particulate matter (ENVO:01000060), including planktonic material (ENVO:01000063)
MAL_SAMEA110646520_3_2011_05_14	21.8909557	-155.6638603	MAL	3.0	24.651	2011.0	Illumina HiSeq 2000	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	Trades Biome	discrete depth within the [EPI] epipelagic zone	particulate matter (ENVO:01000060), including planktonic material (ENVO:01000063)
MAL_SAMEA110646528_3_2011_06_02	10.7567187	-102.447697	MAL	3.0	29.28	2011.0	Illumina HiSeq 2000	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Equatorial Countercurrent Province	Trades	Trades Biome	discrete depth within the [EPI] epipelagic zone	particulate matter (ENVO:01000060), including planktonic material (ENVO:01000063)
MAL_SAMEA110646529_37_2011_06_02	10.7596986	-102.4539551	MAL	37.0	26.14	2011.0	Illumina HiSeq 2000	deep chlorophyll maximum	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Equatorial Countercurrent Province	Trades	Trades Biome	discrete depth within the [EPI] epipelagic zone	particulate matter (ENVO:01000060), including planktonic material (ENVO:01000063)
MAL_SAMEA110646536_3_2011_07_05	26.9175004	-32.8865009	MAL	3.0	23.873	2011.0	Illumina HiSeq 2000	surface water	Summer	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)	Westerlies	Westerlies Biome	discrete depth within the [EPI] epipelagic zone	particulate matter (ENVO:01000060), including planktonic material (ENVO:01000063)
OSD_SAMEA3275541_15_2014_06_20	65.9449	-22.4192	OSD	15.0	7.5	2014.0	Illumina MiSeq	surface water	Spring	ICELAND SEA	ARCTIC OCEAN	Polar - Atlantic Arctic Province	Polar	ENV:00000447	ENV:00002042	ENV:00002010
OSD_SAMEA3275573_0_2014_07_21	54.8333	10.0	OSD	0.8	13.994	2014.0	Illumina MiSeq	surface water	Summer	LILLEBAELT	BALTIC SEA	Coastal - NE Atlantic Shelves Province	Coastal	ENVO:00000447	ENVO:00002042	ENVO:00002010
TARA_SAMEA2591084_5_2009_11_18	42.2038	17.715	TARA	5.0	17.321979	2009.0	Illumina HiSeq 2000	surface water	Fall	ADRIATIC SEA	MEDITERRANEAN REGION	Westerlies - Mediterranean Sea, Black Sea Province	Westerlies	marine biome (ENVO:00000447)	surface water (ENVO:00002042) layer	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2591098_55_2009_11_18	42.1735	17.7252	TARA	55.0	15.194062	2009.0	Illumina HiSeq 2000	deep chlorophyll maximum	Fall	ADRIATIC SEA	MEDITERRANEAN REGION	Westerlies - Mediterranean Sea, Black Sea Province	Westerlies	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2591108_5_2009_12_15	33.9179	32.898	TARA	5.0	20.460612	2009.0	Illumina HiSeq 2000	surface water	Fall	MEDITERRANEAN SEA, EASTERN BASIN	MEDITERRANEAN REGION	Westerlies - Mediterranean Sea, Black Sea Province	Westerlies	marine biome (ENVO:00000447)	surface water (ENVO:00002042) layer	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2591122_70_2009_12_15	33.9235	32.8118	TARA	70.0	18.979535	2009.0	Illumina Genome Analyzer IIx	deep chlorophyll maximum	Fall	MEDITERRANEAN SEA, EASTERN BASIN	MEDITERRANEAN REGION	Westerlies - Mediterranean Sea, Black Sea Province	Westerlies	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2619376_5_2009_09_15	36.5533	-6.5669	TARA	5.0	20.5251	2009.0	Illumina HiSeq 2000	surface water	Summer	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Coastal - Canary Coastal Province (EACB)	Coastal	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2619399_40_2009_09_15	36.5533	-6.5669	TARA	40.0	20.408907	2009.0	Illumina HiSeq 2000	deep chlorophyll maximum	Summer	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Coastal - Canary Coastal Province (EACB)	Coastal	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2619667_5_2009_11_02	35.759	14.2574	TARA	5.0	21.4395	2009.0	Illumina HiSeq 2000	surface water	Fall	STRAIT OF SICILY	MEDITERRANEAN REGION	Westerlies - Mediterranean Sea, Black Sea Province	Westerlies	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2619678_60_2009_11_02	35.7528	14.2765	TARA	60.0	18.36839	2009.0	Illumina HiSeq 2000	deep chlorophyll maximum	Fall	STRAIT OF SICILY	MEDITERRANEAN REGION	Westerlies - Mediterranean Sea, Black Sea Province	Westerlies	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2619766_5_2009_11_23	39.3888	19.3905	TARA	5.0	18.342533	2009.0	Illumina HiSeq 2000	surface water	Fall	IONIAN SEA	MEDITERRANEAN REGION	Westerlies - Mediterranean Sea, Black Sea Province	Westerlies	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2619782_50_2009_11_23	39.3991	19.3997	TARA	50.0	15.161277	2009.0	Illumina HiSeq 2000	deep chlorophyll maximum	Fall	IONIAN SEA	MEDITERRANEAN REGION	Westerlies - Mediterranean Sea, Black Sea Province	Westerlies	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2619818_5_2010_01_11	23.36	37.2183	TARA	5.0	25.824383	2010.0	Illumina HiSeq 2000	surface water	Winter	RED SEA	INDIAN OCEAN	Coastal - Red Sea, Persian Gulf Province	Coastal	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2619840_80_2010_01_11	23.4183	37.245	TARA	80.0	26.050367	2010.0	Illumina HiSeq 2000	deep chlorophyll maximum	Winter	RED SEA	INDIAN OCEAN	Coastal - Red Sea, Persian Gulf Province	Coastal	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2619857_5_2010_01_13	21.9467	38.2517	TARA	5.0	27.329517	2010.0	Illumina HiSeq 2000	surface water	Winter	RED SEA	INDIAN OCEAN	Coastal - Red Sea, Persian Gulf Province	Coastal	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2619879_5_2010_01_20	18.3967	39.875	TARA	5.0	27.59865	2010.0	Illumina HiSeq 2000	surface water	Winter	RED SEA	INDIAN OCEAN	Coastal - Red Sea, Persian Gulf Province	Coastal	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2619907_60_2010_01_20	18.4417	39.8567	TARA	60.0	27.589917	2010.0	Illumina HiSeq 2000	deep chlorophyll maximum	Winter	RED SEA	INDIAN OCEAN	Coastal - Red Sea, Persian Gulf Province	Coastal	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2619927_5_2010_03_12	20.8183	63.5047	TARA	5.0	25.581433	2010.0	Illumina HiSeq 2000	surface water	Winter	ARABIAN SEA	INDIAN OCEAN	Coastal - NW Arabian Upwelling Province	Coastal	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2619952_17_2010_03_12	20.8222	63.5133	TARA	17.0	25.37395	2010.0	Illumina HiSeq 2000	deep chlorophyll maximum	Winter	ARABIAN SEA	INDIAN OCEAN	Coastal - NW Arabian Upwelling Province	Coastal	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620000_5_2010_03_15	19.0393	64.4913	TARA	5.0	26.2314	2010.0	Illumina HiSeq 2000	surface water	Winter	ARABIAN SEA	INDIAN OCEAN	Coastal - NW Arabian Upwelling Province	Coastal	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620021_25_2010_03_15	19.0284	64.5126	TARA	25.0	25.494408	2010.0	Illumina HiSeq 2000	deep chlorophyll maximum	Winter	ARABIAN SEA	INDIAN OCEAN	Coastal - NW Arabian Upwelling Province	Coastal	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620081_25_2010_03_18	18.5839	66.4727	TARA	25.0	26.812225	2010.0	Illumina HiSeq 2000	deep chlorophyll maximum	Winter	ARABIAN SEA	INDIAN OCEAN	Coastal - NW Arabian Upwelling Province	Coastal	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620194_5_2010_03_30	14.6059	69.9776	TARA	5.0	29.089367	2010.0	Illumina HiSeq 2000	surface water	Spring	ARABIAN SEA	INDIAN OCEAN	Coastal - NW Arabian Upwelling Province	Coastal	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620217_60_2010_03_30	14.5536	70.0128	TARA	60.0	27.117663	2010.0	Illumina HiSeq 2000	deep chlorophyll maximum	Spring	ARABIAN SEA	INDIAN OCEAN	Coastal - NW Arabian Upwelling Province	Coastal	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620230_5_2010_04_04	6.0001	73.8955	TARA	5.0	29.980283	2010.0	Illumina HiSeq 2000	surface water	Spring	LAKSHADWEEP SEA	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620259_80_2010_04_04	5.9998	73.9067	TARA	80.0	27.723425	2010.0	Illumina HiSeq 2000	deep chlorophyll maximum	Spring	LAKSHADWEEP SEA	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620339_5_2010_04_13	0.0033	71.6428	TARA	5.0	30.496383	2010.0	Illumina HiSeq 2000	surface water	Spring	INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620404_5_2010_04_19	-9.3921	66.4228	TARA	5.0	29.818233	2010.0	Illumina HiSeq 2000	surface water	Spring	INDIAN OCEAN	INDIAN OCEAN	Trades - Indian Monsoon Gyres Province	Trades	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620542_5_2010_05_17	-16.957	53.9801	TARA	5.0	27.8684	2010.0	Illumina HiSeq 2000	surface water	Spring	INDIAN OCEAN	INDIAN OCEAN	Trades - Indian S. Subtropical Gyre Province	Trades	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620570_75_2010_05_17	-16.9534	53.9601	TARA	75.0	24.89426	2010.0	Illumina HiSeq 2000	deep chlorophyll maximum	Spring	INDIAN OCEAN	INDIAN OCEAN	Trades - Indian S. Subtropical Gyre Province	Trades	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620651_5_2010_06_26	-15.3424	43.2965	TARA	5.0	27.323117	2010.0	Illumina HiSeq 2000	surface water	Summer	MOZAMBIQUE CHANNEL	INDIAN OCEAN	Coastal - E. Africa Coastal Province	Coastal	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620672_5_2010_06_27	-17.0248	42.7401	TARA	5.0	26.965433	2010.0	Illumina HiSeq 2000	surface water	Summer	MOZAMBIQUE CHANNEL	INDIAN OCEAN	Coastal - E. Africa Coastal Province	Coastal	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620734_66_2010_06_29	-17.2855	42.2866	TARA	66.0	26.34018	2010.0	Illumina HiSeq 2000	deep chlorophyll maximum	Summer	MOZAMBIQUE CHANNEL	INDIAN OCEAN	Coastal - E. Africa Coastal Province	Coastal	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620756_5_2010_07_03	-22.3368	40.3412	TARA	5.0	25.080167	2010.0	Illumina HiSeq 2000	surface water	Summer	MOZAMBIQUE CHANNEL	INDIAN OCEAN	Coastal - E. Africa Coastal Province	Coastal	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620786_5_2010_07_07	-29.5019	37.9889	TARA	5.0	22.165567	2010.0	Illumina HiSeq 2000	surface water	Summer	INDIAN OCEAN	INDIAN OCEAN	Trades - Indian S. Subtropical Gyre Province	Trades	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620828_65_2010_07_08	-29.5333	37.9117	TARA	65.0	22.250309	2010.0	Illumina HiSeq 2000	deep chlorophyll maximum	Summer	INDIAN OCEAN	INDIAN OCEAN	Trades - Indian S. Subtropical Gyre Province	Trades	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620855_5_2010_07_12	-35.1728	26.2868	TARA	5.0	21.81684	2010.0	Illumina HiSeq 2000	surface water	Summer	INDIAN OCEAN	INDIAN OCEAN	Coastal - E. Africa Coastal Province	Coastal	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620890_30_2010_07_12	-35.2421	26.3048	TARA	30.0	21.81495	2010.0	Illumina HiSeq 2000	deep chlorophyll maximum	Summer	INDIAN OCEAN	INDIAN OCEAN	Coastal - E. Africa Coastal Province	Coastal	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620929_5_2010_07_15	-34.9449	17.9189	TARA	5.0	15.033492	2010.0	Illumina HiSeq 2000	surface water	Summer	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Coastal - E. Africa Coastal Province	Coastal	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620950_30_2010_07_15	-34.8901	18.0459	TARA	30.0	15.01895	2010.0	Illumina HiSeq 2000	deep chlorophyll maximum	Summer	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Coastal - E. Africa Coastal Province	Coastal	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2620970_5_2010_09_07	-32.2401	17.7103	TARA	5.0	12.83445	2010.0	Illumina HiSeq 2000	surface water	Summer	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Coastal - Benguela Current Coastal Province	Coastal	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2621013_5_2010_09_14	-31.0266	4.665	TARA	5.0	16.832058	2010.0	Illumina HiSeq 2000	surface water	Summer	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2621037_50_2010_09_14	-31.027	4.6802	TARA	50.0	16.787411	2010.0	Illumina HiSeq 2000	deep chlorophyll maximum	Summer	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2621066_5_2010_09_21	-20.4091	-3.1759	TARA	5.0	19.776808	2010.0	Illumina HiSeq 2000	surface water	Summer	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2621132_5_2010_10_05	-8.7789	-17.9099	TARA	5.0	25.02619	2010.0	Illumina HiSeq 2000	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2621155_100_2010_10_05	-8.7296	-17.9604	TARA	100.0	24.112672	2010.0	Illumina HiSeq 2000	deep chlorophyll maximum	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2621198_5_2010_10_16	-20.9354	-35.1803	TARA	5.0	23.349542	2010.0	Illumina HiSeq 2000	surface water	Fall	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2621254_5_2010_11_04	-30.1367	-43.2899	TARA	5.0	19.854083	2010.0	Illumina HiSeq 2000	surface water	Fall	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2621401_5_2010_12_06	-47.1863	-58.2902	TARA	5.0	7.321517	2010.0	Illumina HiSeq 2000	surface water	Fall	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Coastal - SW Atlantic Shelves Province	Coastal	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2621423_40_2010_12_06	-47.2007	-57.9446	TARA	40.0	6.975635	2010.0	Illumina HiSeq 2000	deep chlorophyll maximum	Fall	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Coastal - SW Atlantic Shelves Province	Coastal	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2621487_5_2011_01_03	-60.2287	-60.6476	TARA	5.0	1.84402	2011.0	Illumina HiSeq 2000	surface water	Winter	DRAKE PASSAGE	SOUTHERN OCEAN	Polar - Antarctic Province	Polar	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2621509_5_2011_01_06	-62.0385	-49.529	TARA	5.0	0.67108	2011.0	Illumina HiSeq 2000	surface water	Winter	WEDDELL SEA	SOUTHERN OCEAN	Polar - Austral Polar Province	Polar	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2621536_90_2011_01_06	-62.2231	-49.2139	TARA	90.0	-0.78154	2011.0	Illumina HiSeq 2000	deep chlorophyll maximum	Winter	WEDDELL SEA	SOUTHERN OCEAN	Polar - Austral Polar Province	Polar	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
